Time,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39
2.421667,1.11694,1.142879,1.13127,1.119998,1.169556,1.162761,1.136699,1.173158,1.175559,1.193557,1.048554,1.028963,1.106329,1.089128,1.160039,1.143457,1.160154,1.151043,1.010461
2.431667,1.109561,1.135906,1.124083,1.112547,1.164624,1.156395,1.129964,1.166554,1.168995,1.189521,1.045075,1.026039,1.100535,1.083194,1.154371,1.136932,1.15659,1.14492,1.008427
2.441667,1.102083,1.128813,1.116773,1.104998,1.15959,1.14988,1.123112,1.159736,1.162202,1.185433,1.041662,1.023113,1.094573,1.077099,1.14857,1.130228,1.152925,1.138558,1.0064
2.451667,1.094467,1.121571,1.109313,1.097312,1.154405,1.143162,1.116091,1.152649,1.155127,1.181256,1.038229,1.020103,1.088463,1.070832,1.142617,1.123338,1.149123,1.131913,1.004371
2.461667,1.086767,1.11423,1.101756,1.089541,1.149106,1.136279,1.108943,1.14532,1.147794,1.177016,1.034801,1.017032,1.082251,1.06443,1.13655,1.116314,1.145211,1.125003,1.002354
2.471667,1.079035,1.10684,1.094152,1.081739,1.143731,1.129265,1.10171,1.137775,1.140226,1.172739,1.0314,1.013924,1.075982,1.057927,1.13041,1.109205,1.141219,1.117844,1.000364
2.481667,1.071322,1.099449,1.086554,1.073956,1.138316,1.122157,1.094432,1.130041,1.132447,1.168453,1.028049,1.010804,1.0697,1.051358,1.124238,1.102063,1.137175,1.110454,0.998414
2.491667,1.063678,1.092107,1.079011,1.066243,1.132894,1.114989,1.087151,1.122144,1.124481,1.164182,1.02477,1.007694,1.063447,1.044759,1.118074,1.094937,1.133106,1.102851,0.996517
2.501667,1.056151,1.08486,1.071573,1.05865,1.127502,1.107797,1.079904,1.114113,1.116352,1.159952,1.021584,1.00462,1.057263,1.038166,1.111958,1.087875,1.129039,1.095055,0.994685
2.511667,1.048789,1.077754,1.064286,1.051221,1.12217,1.100612,1.07273,1.105972,1.108086,1.155785,1.018513,1.001603,1.051186,1.031613,1.105928,1.080923,1.125001,1.087085,0.992927
2.521667,1.041652,1.070843,1.057203,1.04402,1.116965,1.093502,1.065696,1.097784,1.09974,1.151728,1.015622,0.998714,1.045223,1.025141,1.10003,1.074112,1.12104,1.07899,0.991273
2.531667,1.034742,1.064143,1.050347,1.037045,1.111838,1.08642,1.058763,1.089499,1.091265,1.147748,1.012822,0.995867,1.039475,1.018772,1.09428,1.067511,1.117124,1.070727,0.989691
2.541667,1.028114,1.057699,1.04376,1.03035,1.106855,1.079435,1.051999,1.081179,1.082722,1.143892,1.010189,0.993139,1.033916,1.012537,1.088719,1.061135,1.113303,1.062346,0.988208
2.551667,1.021805,1.05155,1.03748,1.023973,1.102045,1.072574,1.045433,1.072853,1.074136,1.140181,1.007735,0.990547,1.028582,1.006471,1.083379,1.055021,1.1096,1.05387,0.986832
2.561667,1.015847,1.045727,1.031541,1.017946,1.097429,1.065865,1.039095,1.064543,1.065532,1.136631,1.005476,0.988108,1.023499,1.000603,1.078291,1.049202,1.106031,1.04532,0.985567
2.571667,1.010268,1.040261,1.02597,1.012297,1.093027,1.059331,1.033009,1.056275,1.056932,1.133255,1.003421,0.985835,1.018687,0.994961,1.07348,1.043706,1.102614,1.036716,0.984419
2.581667,1.005095,1.035175,1.020794,1.00705,1.088859,1.052995,1.027196,1.048071,1.048358,1.130067,1.001581,0.983742,1.014165,0.98957,1.06897,1.038558,1.099362,1.028077,0.98339
2.591667,1.000346,1.030492,1.016033,1.002226,1.084939,1.046875,1.021675,1.039953,1.039833,1.127077,0.999962,0.981837,1.009949,0.984455,1.064783,1.033778,1.09629,1.019424,0.982485
2.601667,0.996041,1.02623,1.011705,0.99784,1.08128,1.040991,1.016464,1.031941,1.031378,1.124295,0.998569,0.980129,1.00605,0.979637,1.060936,1.029383,1.093406,1.010776,0.981705
2.611667,0.992193,1.022404,1.007824,0.993908,1.077893,1.035358,1.011578,1.024056,1.023013,1.121728,0.997408,0.978625,1.002479,0.975137,1.057446,1.025387,1.090721,1.002153,0.981051
2.621667,0.988812,1.019027,1.004402,0.990439,1.074788,1.029991,1.007027,1.016317,1.014757,1.119381,0.99648,0.977329,0.999244,0.970972,1.054325,1.021801,1.088242,0.993574,0.980523
2.631667,0.985907,1.016106,1.001447,0.98744,1.071969,1.024902,1.002823,1.008742,1.00663,1.117258,0.995786,0.976244,0.996351,0.967159,1.051584,1.018633,1.085974,0.985058,0.980122
2.641667,0.983483,1.013648,0.998963,0.984917,1.069443,1.020101,0.998973,1.001347,0.998651,1.115361,0.995326,0.975371,0.993804,0.96371,1.049229,1.015888,1.083921,0.976622,0.979846
2.651667,0.98154,1.011655,0.996951,0.98287,1.06721,1.015598,0.995482,0.99415,0.990835,1.113691,0.995096,0.97471,0.991604,0.960639,1.047267,1.013568,1.082085,0.968285,0.979694
2.661667,0.980077,1.010128,0.995413,0.981298,1.06527,1.0114,0.992353,0.987164,0.9832,1.112246,0.995093,0.974259,0.989752,0.957953,1.0457,1.011673,1.080468,0.960065,0.979665
2.671667,0.979091,1.009064,0.994342,0.980196,1.063623,1.007513,0.989589,0.980404,0.975762,1.111024,0.995313,0.974015,0.988246,0.955662,1.044527,1.010199,1.079068,0.951977,0.979754
2.681667,0.978574,1.008456,0.993734,0.979558,1.062265,1.003938,0.987188,0.973883,0.968535,1.110021,0.995749,0.973973,0.987082,0.953769,1.043747,1.009142,1.077883,0.94404,0.97996
2.691667,0.978517,1.008297,0.993579,0.979375,1.06119,1.00068,0.985148,0.967613,0.961534,1.109232,0.996395,0.974129,0.986256,0.952278,1.043354,1.008493,1.076911,0.936268,0.980278
2.701667,0.978908,1.008576,0.993865,0.979635,1.060392,0.997737,0.983464,0.961604,0.954772,1.108651,0.99724,0.974474,0.985762,0.951188,1.043342,1.008244,1.076145,0.928678,0.980705
2.711667,0.979733,1.00928,0.99458,0.980323,1.059862,0.99511,0.982129,0.955867,0.94826,1.10827,0.998276,0.975001,0.985591,0.950498,1.043701,1.008381,1.075582,0.921284,0.981236
2.721667,0.980975,1.010393,0.995705,0.981424,1.05959,0.992794,0.981136,0.950409,0.942011,1.10808,0.999493,0.9757,0.985734,0.950203,1.044419,1.008892,1.075213,0.914101,0.981866
2.731667,0.982614,1.011897,0.997224,0.982918,1.059566,0.990786,0.980475,0.945238,0.936035,1.108073,1.000878,0.976564,0.986179,0.950297,1.045483,1.00976,1.075031,0.907142,0.98259
2.741667,0.98463,1.013772,0.999115,0.984786,1.059777,0.989079,0.980134,0.94036,0.93034,1.108238,1.00242,0.977579,0.986915,0.950769,1.046875,1.010968,1.075027,0.900422,0.983402
2.751667,0.986999,1.015996,1.001355,0.987004,1.06021,0.987668,0.9801,0.935782,0.924937,1.108564,1.004105,0.978736,0.987927,0.951608,1.048578,1.012496,1.075192,0.893953,0.984297
2.761667,0.989696,1.018544,1.003921,0.989549,1.060849,0.986542,0.980358,0.931506,0.919831,1.109039,1.005919,0.980022,0.989199,0.9528,1.050573,1.014322,1.075514,0.887746,0.985267
2.771667,0.992693,1.02139,1.006785,0.992393,1.06168,0.985692,0.980893,0.927536,0.91503,1.109652,1.007847,0.981425,0.990716,0.954327,1.052836,1.016424,1.075983,0.881814,0.986306
2.781667,0.995963,1.024506,1.009919,0.995509,1.062687,0.985107,0.981687,0.923874,0.910539,1.11039,1.009874,0.982932,0.992459,0.956171,1.055344,1.018778,1.076587,0.876167,0.987407
2.791667,0.999475,1.027863,1.013295,0.998869,1.063852,0.984774,0.982722,0.920521,0.906364,1.111241,1.011984,0.984529,0.994409,0.95831,1.058072,1.021357,1.077313,0.870815,0.988563
2.801667,1.003197,1.03143,1.016882,1.002441,1.065159,0.984682,0.983979,0.917478,0.902507,1.112191,1.01416,0.986203,0.996546,0.96072,1.060994,1.024136,1.07815,0.865769,0.989766
2.811667,1.007098,1.035176,1.020647,1.006194,1.06659,0.984815,0.985436,0.914743,0.898973,1.113227,1.016387,0.98794,0.998848,0.963376,1.064081,1.027086,1.079083,0.861038,0.991009
2.821667,1.011144,1.039068,1.024558,1.010098,1.068126,0.98516,0.987074,0.912315,0.895764,1.114337,1.018646,0.989726,1.001293,0.966251,1.067306,1.030179,1.0801,0.856631,0.992284
2.831667,1.015303,1.043073,1.028583,1.014118,1.06975,0.985702,0.988872,0.910193,0.892882,1.115506,1.020921,0.991549,1.003857,0.969316,1.07064,1.033385,1.081187,0.852556,0.993582
2.841667,1.01954,1.047158,1.032689,1.018223,1.071444,0.986424,0.990807,0.908374,0.890329,1.116722,1.023195,0.993393,1.006519,0.97254,1.074053,1.036677,1.082331,0.84882,0.994897
2.851667,1.023823,1.051291,1.036842,1.02238,1.07319,0.987312,0.992858,0.906855,0.888105,1.117972,1.025451,0.995248,1.009253,0.975893,1.077517,1.040024,1.083519,0.845433,0.996219
2.861667,1.028118,1.055438,1.041011,1.026558,1.074971,0.988351,0.995005,0.905633,0.886211,1.119243,1.027673,0.997099,1.012036,0.979344,1.081001,1.043397,1.084738,0.8424,0.99754
2.871667,1.032394,1.05957,1.045164,1.030725,1.07677,0.989526,0.997227,0.904705,0.884648,1.120524,1.029844,0.998936,1.014844,0.982859,1.084479,1.046769,1.085975,0.839729,0.998853
2.881667,1.036621,1.063655,1.049272,1.034851,1.078571,0.990822,0.999504,0.904068,0.883416,1.121803,1.031951,1.000747,1.017653,0.986407,1.087923,1.050112,1.087219,0.837427,1.00015
2.891667,1.04077,1.067666,1.053305,1.038909,1.080358,0.992225,1.001817,0.903718,0.882516,1.123069,1.033979,1.002523,1.020441,0.989957,1.091308,1.053401,1.088458,0.8355,1.001423
2.901667,1.044814,1.071575,1.057237,1.042872,1.082118,0.993724,1.004149,0.903654,0.881948,1.124312,1.035916,1.004254,1.023187,0.993479,1.09461,1.05661,1.089681,0.833955,1.002664
2.911667,1.048728,1.075359,1.061044,1.046715,1.083839,0.995305,1.006483,0.903873,0.881712,1.125522,1.037749,1.005933,1.025868,0.996944,1.097806,1.059718,1.09088,0.832798,1.003868
2.921667,1.052491,1.078996,1.064703,1.050418,1.085507,0.99696,1.008807,0.904374,0.881811,1.126691,1.039469,1.007553,1.028467,1.000324,1.100877,1.062704,1.092044,0.832034,1.005026
2.931667,1.056084,1.082466,1.068196,1.05396,1.087114,0.99868,1.011107,0.905154,0.882244,1.12781,1.041067,1.009109,1.030965,1.003594,1.103806,1.06555,1.093166,0.83167,1.006133
2.941667,1.05949,1.085753,1.071507,1.057326,1.08865,1.000457,1.013374,0.906213,0.883014,1.128874,1.042537,1.010597,1.033347,1.006731,1.106579,1.068241,1.094241,0.83171,1.007183
2.951667,1.062696,1.088846,1.074621,1.060502,1.09011,1.002285,1.015598,0.907552,0.884122,1.129875,1.043875,1.012014,1.0356,1.009716,1.109183,1.070764,1.095261,0.832161,1.008172
2.961667,1.065693,1.091733,1.07753,1.063478,1.091487,1.00416,1.017776,0.909169,0.885568,1.130811,1.045077,1.01336,1.037712,1.012531,1.111608,1.073108,1.096224,0.833025,1.009094
2.971667,1.068475,1.094409,1.080227,1.066249,1.092779,1.00608,1.019902,0.911067,0.887356,1.131677,1.046144,1.014633,1.039675,1.015161,1.11385,1.075268,1.097125,0.834307,1.009946
2.981667,1.071037,1.096869,1.082707,1.068809,1.093983,1.008045,1.021976,0.913245,0.889486,1.13247,1.047075,1.015835,1.041481,1.017597,1.115905,1.077238,1.097964,0.83601,1.010726
2.991667,1.07338,1.099115,1.08497,1.071158,1.095099,1.010054,1.023998,0.915706,0.89196,1.133189,1.047875,1.016968,1.043127,1.019831,1.117772,1.079018,1.09874,0.838135,1.01143
3.001667,1.075507,1.101147,1.08702,1.0733,1.096127,1.012109,1.02597,0.918449,0.894778,1.133834,1.048549,1.018036,1.044611,1.021857,1.119453,1.080609,1.099452,0.840684,1.012058
3.011667,1.077423,1.102971,1.08886,1.075238,1.097072,1.014214,1.027897,0.921475,0.89794,1.134405,1.049102,1.019042,1.045933,1.023676,1.120952,1.082015,1.100102,0.843655,1.012607
3.021667,1.079136,1.104596,1.090498,1.07698,1.097934,1.016372,1.029784,0.924785,0.901444,1.134903,1.049542,1.019991,1.047096,1.025288,1.122276,1.083242,1.100693,0.847046,1.013078
3.031667,1.080657,1.10603,1.091944,1.078537,1.098721,1.018586,1.031639,0.928377,0.905289,1.135331,1.049879,1.020888,1.048104,1.026699,1.123433,1.0843,1.101227,0.850853,1.013472
3.041667,1.081998,1.107285,1.09321,1.079919,1.099436,1.020862,1.033469,0.932248,0.909469,1.135691,1.050123,1.021739,1.048965,1.027915,1.124434,1.085197,1.101708,0.85507,1.013789
3.051667,1.083172,1.108375,1.094309,1.08114,1.100085,1.023204,1.035281,0.936397,0.91398,1.135987,1.050284,1.022548,1.049685,1.028946,1.125288,1.085947,1.10214,0.859687,1.014031
3.061667,1.084193,1.109313,1.095254,1.082213,1.100674,1.025615,1.037085,0.940816,0.918813,1.136222,1.050374,1.023321,1.050274,1.029801,1.12601,1.086562,1.102526,0.864694,1.014199
3.071667,1.085077,1.110115,1.096062,1.083155,1.101209,1.028099,1.038889,0.945498,0.923958,1.136399,1.050403,1.024063,1.050742,1.030495,1.126611,1.087057,1.102872,0.870076,1.014297
3.081667,1.085841,1.110795,1.096748,1.083979,1.101697,1.030657,1.040699,0.950435,0.929402,1.136524,1.050382,1.024779,1.051101,1.031041,1.127106,1.087446,1.10318,0.875818,1.014326
3.091667,1.086498,1.11137,1.097326,1.084702,1.102142,1.033291,1.042524,0.955613,0.935128,1.1366,1.050323,1.025472,1.051361,1.031453,1.127507,1.087745,1.103456,0.881899,1.014291
3.101667,1.087066,1.111854,1.097814,1.085338,1.10255,1.036001,1.044369,0.961018,0.94112,1.136631,1.050235,1.026146,1.051534,1.031746,1.127828,1.087969,1.103702,0.888298,1.014195
3.111667,1.087559,1.112262,1.098226,1.085902,1.102924,1.038782,1.046238,0.966632,0.947355,1.13662,1.050127,1.026805,1.051632,1.031934,1.128081,1.088133,1.103923,0.894989,1.01404
3.121667,1.08799,1.112608,1.098575,1.086407,1.103268,1.041631,1.048134,0.972435,0.95381,1.13657,1.050008,1.02745,1.051667,1.032034,1.12828,1.08825,1.104119,0.901945,1.013832
3.131667,1.088373,1.112905,1.098876,1.086866,1.103584,1.044542,1.050058,0.978405,0.960458,1.136486,1.049884,1.028082,1.051649,1.03206,1.128435,1.088336,1.104293,0.909134,1.013573
3.141667,1.088719,1.113164,1.09914,1.08729,1.103874,1.047507,1.05201,0.984515,0.967269,1.136368,1.049762,1.028703,1.051591,1.032024,1.128557,1.088402,1.104447,0.916524,1.013267
3.151667,1.089039,1.113397,1.099379,1.087689,1.104137,1.050514,1.053987,0.990738,0.974212,1.136219,1.049646,1.029312,1.051501,1.03194,1.128655,1.088461,1.10458,0.924079,1.012919
3.161667,1.089341,1.113611,1.099602,1.088071,1.104374,1.053552,1.055984,0.997044,0.981253,1.136041,1.04954,1.029909,1.051389,1.03182,1.128737,1.088523,1.104692,0.931763,1.012532
3.171667,1.089632,1.113816,1.099817,1.088443,1.104582,1.056607,1.057996,1.003402,0.988356,1.135834,1.049447,1.030493,1.051264,1.031674,1.12881,1.088598,1.104784,0.939536,1.012109
3.181667,1.089919,1.114016,1.10003,1.088811,1.10476,1.059664,1.060015,1.009778,0.995485,1.135599,1.049369,1.031064,1.051134,1.031513,1.12888,1.088693,1.104852,0.94736,1.011656
3.191667,1.090205,1.114217,1.100247,1.089177,1.104904,1.062706,1.062032,1.016139,1.002602,1.135336,1.049305,1.031619,1.051005,1.031344,1.128952,1.088815,1.104896,0.955193,1.011175
3.201667,1.090459,1.114384,1.100426,1.089515,1.105013,1.065706,1.064024,1.022441,1.009661,1.135045,1.049252,1.032145,1.050832,1.03114,1.128995,1.088899,1.104908,0.962988,1.010678
3.211667,1.09076,1.114605,1.100672,1.089896,1.105083,1.06867,1.066011,1.028671,1.016646,1.134728,1.049221,1.032667,1.050737,1.030982,1.129087,1.089107,1.1049,0.970724,1.010152
3.221667,1.091063,1.114832,1.100926,1.090276,1.105108,1.071565,1.067961,1.034784,1.023508,1.13438,1.049203,1.033168,1.050656,1.030833,1.129185,1.089348,1.104859,0.978352,1.00961
3.231667,1.091367,1.115064,1.101189,1.090657,1.105086,1.074374,1.069865,1.040748,1.030212,1.134004,1.049195,1.033647,1.050591,1.030695,1.12929,1.089624,1.104784,0.985834,1.009055
3.241667,1.091672,1.115301,1.10146,1.091037,1.105014,1.077081,1.071709,1.046532,1.036726,1.133598,1.049197,1.034102,1.050548,1.030572,1.129403,1.089937,1.104673,0.993137,1.008492
3.251667,1.091978,1.115543,1.10174,1.091416,1.104891,1.079673,1.073486,1.052111,1.04302,1.133162,1.049209,1.034533,1.050531,1.030466,1.129523,1.090288,1.104527,1.000228,1.007924
3.261667,1.092281,1.115788,1.102028,1.091792,1.104716,1.082136,1.075185,1.057459,1.049069,1.132698,1.04923,1.034942,1.050541,1.030378,1.129649,1.090677,1.104343,1.007079,1.007355
3.271667,1.092582,1.116035,1.10232,1.092163,1.104491,1.084459,1.076798,1.062558,1.054849,1.132205,1.049259,1.035328,1.05058,1.030309,1.12978,1.0911,1.104124,1.013665,1.00679
3.281667,1.092876,1.116282,1.102616,1.092526,1.104217,1.086635,1.078319,1.067389,1.060343,1.131687,1.049296,1.035694,1.05065,1.030259,1.129914,1.091556,1.10387,1.019966,1.006231
3.291667,1.093164,1.116526,1.102913,1.092881,1.103898,1.088657,1.079743,1.07194,1.065536,1.131144,1.049342,1.03604,1.050752,1.030228,1.130049,1.092041,1.103583,1.025966,1.005684
3.301667,1.093442,1.116766,1.103209,1.093225,1.103538,1.090523,1.081068,1.076204,1.070419,1.13058,1.049399,1.03637,1.050884,1.030214,1.130185,1.092551,1.103269,1.031651,1.005153
3.311667,1.09371,1.117,1.103501,1.093559,1.103145,1.092235,1.082292,1.080177,1.074987,1.129998,1.049468,1.036687,1.051049,1.030217,1.130319,1.093083,1.102931,1.037015,1.004641
3.321667,1.093968,1.117227,1.103789,1.093881,1.102726,1.093794,1.083419,1.083861,1.079241,1.129403,1.049551,1.036994,1.051246,1.030237,1.13045,1.093631,1.102574,1.042055,1.004154
3.331667,1.094215,1.117447,1.10407,1.094194,1.10229,1.095208,1.084452,1.08726,1.083185,1.128798,1.049652,1.037295,1.051475,1.030273,1.130579,1.094193,1.102207,1.046773,1.003696
3.341667,1.094453,1.117659,1.104346,1.094498,1.101849,1.096487,1.085397,1.090385,1.086828,1.128189,1.049773,1.037596,1.051737,1.030325,1.130704,1.094765,1.101837,1.051175,1.00327
3.351667,1.094684,1.117865,1.104615,1.094795,1.101415,1.097642,1.086263,1.09325,1.090184,1.127581,1.04992,1.037901,1.052032,1.030391,1.130827,1.095343,1.101471,1.05527,1.002882
3.361667,1.09491,1.118066,1.104878,1.095089,1.100999,1.098688,1.08706,1.09587,1.093268,1.126982,1.050096,1.038214,1.05236,1.030474,1.130948,1.095925,1.101121,1.059072,1.002535
3.371667,1.095134,1.118262,1.105138,1.095384,1.100616,1.099641,1.087799,1.098268,1.096102,1.126396,1.050307,1.038541,1.052722,1.030572,1.131068,1.096506,1.100794,1.062599,1.002233
3.381667,1.095359,1.118458,1.105394,1.095682,1.100278,1.100519,1.088494,1.100464,1.098706,1.125831,1.050555,1.038888,1.053118,1.030686,1.131188,1.097086,1.100502,1.065867,1.00198
3.391667,1.09559,1.118655,1.10565,1.09599,1.1,1.101341,1.089158,1.102484,1.101105,1.125293,1.050847,1.039257,1.053549,1.030819,1.131312,1.097662,1.100253,1.0689,1.001779
3.401667,1.09583,1.118857,1.105909,1.096311,1.099794,1.102126,1.089806,1.104352,1.103325,1.124788,1.051186,1.039655,1.054014,1.030969,1.131441,1.098232,1.100058,1.071719,1.001635
3.411667,1.096085,1.119066,1.106172,1.09665,1.099674,1.102893,1.090451,1.106094,1.105392,1.124321,1.051576,1.040085,1.054515,1.031139,1.131578,1.098797,1.099926,1.074347,1.001548
3.421667,1.096358,1.119287,1.106443,1.097013,1.099651,1.103662,1.091107,1.107737,1.107331,1.123898,1.052022,1.04055,1.05505,1.03133,1.131725,1.099354,1.099865,1.076808,1.001523
3.431667,1.096654,1.119523,1.106724,1.097403,1.099735,1.10445,1.091788,1.109303,1.109167,1.123523,1.052525,1.041053,1.05562,1.031543,1.131885,1.099903,1.099883,1.079124,1.001559
3.441667,1.096975,1.119775,1.107019,1.097825,1.099935,1.105274,1.092506,1.110818,1.110924,1.1232,1.053088,1.041596,1.056224,1.031778,1.132059,1.100445,1.099987,1.081317,1.00166
3.451667,1.097326,1.120048,1.107329,1.09828,1.100258,1.106147,1.09327,1.1123,1.112623,1.122931,1.053713,1.042179,1.056861,1.032036,1.132251,1.100979,1.100181,1.083407,1.001826
3.461667,1.097709,1.120344,1.107658,1.098773,1.100709,1.107082,1.094089,1.113768,1.114282,1.122719,1.054399,1.042803,1.057529,1.032319,1.132462,1.101505,1.100469,1.085411,1.002058
3.471667,1.098124,1.120663,1.108005,1.099304,1.101291,1.108087,1.09497,1.115238,1.115918,1.122564,1.055146,1.043467,1.058226,1.032625,1.132692,1.102023,1.100854,1.087344,1.002353
3.481667,1.098574,1.121006,1.108372,1.099873,1.102006,1.109169,1.095917,1.116719,1.117541,1.122466,1.055952,1.044169,1.058949,1.032953,1.132943,1.102532,1.101336,1.089218,1.002713
3.491667,1.099056,1.121374,1.108758,1.10048,1.10285,1.11033,1.096929,1.11822,1.11916,1.122422,1.056815,1.044905,1.059695,1.033304,1.133215,1.103032,1.101914,1.091041,1.003136
3.501667,1.099531,1.121726,1.109124,1.101085,1.103774,1.111532,1.097971,1.119732,1.120778,1.122408,1.057713,1.045659,1.060433,1.033646,1.133471,1.103484,1.10254,1.09284,1.003611
3.511667,1.100103,1.122182,1.109594,1.101776,1.104844,1.112838,1.099104,1.121253,1.122367,1.122459,1.058644,1.046427,1.061236,1.034069,1.133828,1.104031,1.103312,1.094532,1.004111
3.521667,1.100618,1.122558,1.109971,1.102428,1.105997,1.11418,1.100256,1.1228,1.123978,1.122533,1.059627,1.047221,1.061981,1.034435,1.134104,1.104429,1.104104,1.096238,1.004698
3.531667,1.10124,1.123054,1.110474,1.103172,1.107274,1.115608,1.101489,1.124342,1.125547,1.122661,1.060633,1.048023,1.062801,1.034887,1.134494,1.104957,1.105027,1.097828,1.005301
3.541667,1.101825,1.123493,1.110909,1.103893,1.108659,1.117083,1.102753,1.125895,1.127112,1.122823,1.061692,1.048843,1.063568,1.035296,1.134827,1.105361,1.105998,1.099388,1.005989
3.551667,1.102417,1.123938,1.111346,1.104621,1.110118,1.118583,1.104036,1.127419,1.128631,1.123008,1.062768,1.049659,1.064321,1.035707,1.135165,1.105747,1.107026,1.100866,1.00672
3.561667,1.103011,1.124385,1.111784,1.105347,1.111635,1.12009,1.105323,1.128895,1.130082,1.123208,1.063853,1.050462,1.065059,1.036116,1.135508,1.106117,1.108098,1.102243,1.007486
3.571667,1.103593,1.124823,1.112211,1.106059,1.113193,1.121581,1.106593,1.130297,1.13144,1.123413,1.064935,1.051241,1.065768,1.036516,1.135844,1.106463,1.109202,1.103498,1.00828
3.581667,1.104151,1.125242,1.112616,1.106742,1.114769,1.123029,1.107824,1.131596,1.132678,1.123612,1.065999,1.051983,1.066439,1.036898,1.136167,1.106775,1.110322,1.104607,1.009097
3.591667,1.104672,1.12563,1.112989,1.107383,1.116342,1.124407,1.108993,1.132761,1.133764,1.123793,1.067033,1.052676,1.06706,1.037254,1.136467,1.107046,1.111442,1.105543,1.00993
3.601667,1.105143,1.125978,1.113319,1.107967,1.117892,1.125687,1.110077,1.133759,1.134668,1.123946,1.068022,1.053309,1.067621,1.037575,1.136736,1.107269,1.112546,1.106278,1.01077
3.611667,1.105552,1.126273,1.113595,1.10848,1.119396,1.12684,1.111051,1.134559,1.135356,1.124059,1.068954,1.053869,1.068112,1.037854,1.136965,1.107435,1.113619,1.106782,1.011611
3.621667,1.105886,1.126505,1.113807,1.108909,1.120832,1.12784,1.111893,1.135126,1.135796,1.124122,1.069813,1.054345,1.068523,1.038082,1.137144,1.107537,1.114644,1.107028,1.012445
3.631667,1.106131,1.126663,1.113944,1.109239,1.122179,1.128656,1.112578,1.135429,1.135955,1.124122,1.070585,1.054725,1.068844,1.038251,1.137265,1.107568,1.115605,1.106984,1.013264
3.641667,1.106274,1.126735,1.113994,1.109456,1.123415,1.129264,1.113083,1.135436,1.135802,1.12405,1.071257,1.054997,1.069067,1.038352,1.137319,1.107521,1.116487,1.106624,1.014061
3.651667,1.106304,1.126711,1.113948,1.109548,1.124521,1.129636,1.113388,1.135117,1.135307,1.123896,1.071815,1.055151,1.069182,1.038377,1.137297,1.107387,1.117275,1.105921,1.014828
3.661667,1.106209,1.126581,1.113795,1.109501,1.125478,1.12975,1.113473,1.134446,1.134445,1.12365,1.072245,1.055177,1.069182,1.038318,1.13719,1.107161,1.117955,1.104851,1.015558
3.671667,1.105979,1.126336,1.113526,1.109306,1.126268,1.129585,1.113319,1.133398,1.133191,1.123302,1.072534,1.055065,1.069061,1.03817,1.136991,1.106834,1.118514,1.103392,1.016244
3.681667,1.105604,1.125966,1.113133,1.108951,1.126876,1.129123,1.112912,1.131955,1.131525,1.122846,1.072671,1.054808,1.068811,1.037925,1.136691,1.106402,1.118939,1.101527,1.016878
3.691667,1.105075,1.125465,1.112607,1.108428,1.127287,1.12835,1.112238,1.130099,1.129431,1.122275,1.072644,1.054399,1.068428,1.037578,1.136286,1.105859,1.11922,1.099242,1.017456
3.701667,1.104386,1.124825,1.111944,1.107729,1.127489,1.127252,1.111288,1.12782,1.126899,1.121581,1.072442,1.053832,1.067909,1.037123,1.135769,1.1052,1.119349,1.096527,1.01797
3.711667,1.103532,1.124042,1.111137,1.10685,1.127474,1.125824,1.110054,1.125111,1.123923,1.120761,1.072057,1.053102,1.06725,1.036558,1.135135,1.104421,1.119316,1.093377,1.018416
3.721667,1.102508,1.123111,1.110182,1.105787,1.127234,1.124061,1.108532,1.12197,1.1205,1.11981,1.071481,1.052207,1.06645,1.035879,1.13438,1.10352,1.119115,1.089791,1.01879
3.731667,1.101312,1.12203,1.109078,1.104537,1.126763,1.121963,1.106723,1.1184,1.116635,1.118726,1.070706,1.051144,1.065509,1.035084,1.133503,1.102495,1.118743,1.085775,1.019087
3.741667,1.099945,1.120799,1.107823,1.1031,1.126058,1.119534,1.104629,1.114411,1.112337,1.117507,1.069729,1.049913,1.064428,1.034172,1.132501,1.101346,1.118195,1.081337,1.019305
3.751667,1.098406,1.119417,1.106418,1.101479,1.125121,1.11678,1.102254,1.110014,1.10762,1.116153,1.068546,1.048517,1.06321,1.033144,1.131375,1.100074,1.117471,1.076493,1.019441
3.761667,1.096699,1.117886,1.104865,1.099675,1.123952,1.113714,1.099608,1.105227,1.102503,1.114664,1.067156,1.046957,1.061857,1.032001,1.130126,1.098679,1.11657,1.071259,1.019493
3.771667,1.094829,1.11621,1.103167,1.097695,1.122555,1.110348,1.096702,1.100073,1.097008,1.113044,1.065557,1.045238,1.060374,1.030744,1.128754,1.097166,1.115493,1.065661,1.019461
3.781667,1.0928,1.114393,1.101328,1.095545,1.120937,1.1067,1.093549,1.094578,1.091162,1.111293,1.063752,1.043365,1.058767,1.029378,1.127264,1.095538,1.114245,1.059723,1.019345
3.791667,1.090621,1.112441,1.099355,1.093234,1.119105,1.10279,1.090166,1.08877,1.084997,1.109418,1.061745,1.041346,1.057042,1.027906,1.12566,1.0938,1.112829,1.053477,1.019145
3.801667,1.0883,1.11036,1.097254,1.09077,1.117069,1.098639,1.08657,1.082682,1.078546,1.107421,1.059541,1.039188,1.055206,1.026334,1.123946,1.091958,1.111251,1.046956,1.018863
